,0
730,조금만 열심히 하신다면 장학금 모이는 재미가 있어요
731,교수님들께서 상당히 친절하시고 학생들 개성을 살려주려고 노력하십니다
732,학교가 정말 깨끗하고 넓습니다. 교수님들도 굉장히 열정적이세요. 학교 와서 열심히 하신다면 원하는 직장에 취직하실 수 있을 것이라 생각합니다.
733,일단 학과 분위기는 매우 좋습니다. 학교에서 제일 좋다고 자신할 수 있어요. 그리고 저희 학과 교수님들이 사회에서 대단하셨던 분들이 많아서 실질적인 조언같은 것들을 많이 들을 수 있습니다. 강의도 잘 진행하시구요.
734,그냥 내가 엄청 열심히 살아야 한다. 학교에게 네임 벨류를 바라지 말아야한다
735,분야 특성상 학벌이 그리 중요하지 않다. 내가 얼마나 열심히 공부를 하고 경험을 쌓았냐가 중요하다. 학교 커리큘럼이 그렇게 좋지는 않은 것 같다. 그리고 실력 좋은 교수님들도 많지만 진짜 별로인 교수님들도 많다.
736,
737,
738,
739,
740,지하철 역이 학교 안에 있어서 통학하기 완전 좋아요! 학교 안에 교보문고랑 올리브영도 있어요~ 그리고 서울은 아니지만 서울에서 가깝고 학교 인식도 계속 좋아지고 있는 추세예요! 대신 등급컷도 점점 높아지는 걸로 알고 있습니다ㅋㅋㅋ
741,"우선 영양학과 아니고요.. 식품영양학과 따로 있어요! 저희 식품생물공학과는 식품과 관련된 것들 위주긴 하지만 물리, 화학, 생물을 다 골고루 배워서 여러 분야로 취업하기 좋아요~ 근데 저희 과 건물이 위 쪽에 있어서 언덕을 올라야 하는 단점이 있어요ㅠㅠ"
742,"학생들은 대체로 착하고, 과단합력이나 분위기는 과마다 달라요! 학교가 막 재밌거나 그렇지는 않지만,학교는 놀려고 오는데는 아니니깐.. 재밌는것도 사람마다 느끼는게 다를껍니다! 학교는 다니기 나름이고,, 나쁘지않다고 봅니다! 저는 처음에는 더 좋은학교 가고싶었지만, 다닐수록 나쁘지않은 학교다 라는걸 느껴요! 사람들 인식도 그렇고, 학생들도 나름 공부 열심히 하고요!"
743,"솔직히 말하면 유체역학,열역학,화학,전기, 건축 등등 필요한거 다 얕게 배우는 다 섞어논 과라고 생각합니다..! 그렇지만 이것 자체가 학문이고 필요해서 배우는것이고, 얕게배우는거같아 깊이가 없어 보일수도있지만 전문성은 있는 과라고 생각합니다. 특수성도있고, 전망도 좋다고 봐요. 취업은 자기 하기 마련인거같구요.. 소방쪽이나 건축설비쪽 가고싶으시면 전국에 있는 대학교들중에 저희학교가 가장 낫다고 생각합니다. 교수님들 능력도 그렇고, 아웃풋도 그렇고요!"
744,저는 비추예용..ㅎㅎ 가천대보다 더좋은대학붙으시길바랍니다!
745,소프트웨어중심대학으로선정되서 인지 컴공빡세네요
746,
747,
748,조금만 열심히 하신다면 장학금 모이는 재미가 있어요
749,교수님들께서 상당히 친절하시고 학생들 개성을 살려주려고 노력하십니다
750,새 건물 시설 컴퓨터 등 다 새 거고 깨끗함. 사과대 법대가 새 시설이고 사과대 무슨 과 컴퓨터는 다 애플사꺼라고 들었.... 예대 공대는 옛날 건물인데 예대는 잘 모르겠지만 우리과 컴퓨터는 옛날꺼임
751,공대에 포함되어 있지만 실험하는 수업도 거의 없고 과학도 안배움. 수학도 경영수학 통계 등 통계랑 미적분정도 ? 교수님들도 한 분 빼고 모두 나이가 엄~청 많으신 분이고 추천해주고 싶은 교수님이 딱히 없고 수업 만족도도 우리 학교 과별 만족도 중 제일 낮다고 함.
752,그냥 내가 엄청 열심히 살아야 한다. 학교에게 네임 벨류를 바라지 말아야한다
753,분야 특성상 학벌이 그리 중요하지 않다. 내가 얼마나 열심히 공부를 하고 경험을 쌓았냐가 중요하다. 학교 커리큘럼이 그렇게 좋지는 않은 것 같다. 그리고 실력 좋은 교수님들도 많지만 진짜 별로인 교수님들도 많다.
754,
755,
756,
757,
758,서울에서 가깝고 인식이 좋아지는 편이에요. 학교에 돈이 많아서 학교활동에 적극적인 학생들은 여기와서 학교돈 알뜰살뜰 다 빨아먹고 가세요! 찾아보면 지원해주는것들이 많답니다.
759,학교에서 돈을 안쓸라고 작정한 과에요 과통합에 건물도 노후되어있어요.. 그러나 엄청상위권 미대가 아닌이상 미대는 다 비슷비슷 할거라고 생각해요
760,"학생들은 대체로 착하고, 과단합력이나 분위기는 과마다 달라요! 학교가 막 재밌거나 그렇지는 않지만,학교는 놀려고 오는데는 아니니깐.. 재밌는것도 사람마다 느끼는게 다를껍니다! 학교는 다니기 나름이고,, 나쁘지않다고 봅니다! 저는 처음에는 더 좋은학교 가고싶었지만, 다닐수록 나쁘지않은 학교다 라는걸 느껴요! 사람들 인식도 그렇고, 학생들도 나름 공부 열심히 하고요!"
761,"솔직히 말하면 유체역학,열역학,화학,전기, 건축 등등 필요한거 다 얕게 배우는 다 섞어논 과라고 생각합니다..! 그렇지만 이것 자체가 학문이고 필요해서 배우는것이고, 얕게배우는거같아 깊이가 없어 보일수도있지만 전문성은 있는 과라고 생각합니다. 특수성도있고, 전망도 좋다고 봐요. 취업은 자기 하기 마련인거같구요.. 소방쪽이나 건축설비쪽 가고싶으시면 전국에 있는 대학교들중에 저희학교가 가장 낫다고 생각합니다. 교수님들 능력도 그렇고, 아웃풋도 그렇고요!"
762,저는 비추예용..ㅎㅎ 가천대보다 더좋은대학붙으시길바랍니다!
763,소프트웨어중심대학으로선정되서 인지 컴공빡세네요
764,일단 캠퍼스가 넓은데 밥먹을데가 많지는 않음 일단 술은 캠퍼스 안에서 먹지 못하고요 운동장을 가려고하면 무당이를 안탄다면 20분~30분? 정도 걸어 올라가야함 대신 운동장에서 보는 야경이 그렇게 예쁨
765,저희과 오시면 80%정도가 복전이나 전과를 한답니다. 차라리 타과다니시고 저희과를 복전하시는것을 추천합니다
766,학교 야경이 예뻐요>< 학교간물이 신기하고 무당이 버스가 편리해요
767,교수님들의 빵빵한 취업 지원. 우리과 진짜 잘놀아요 ㅎㅎ
768,새 건물 시설 컴퓨터 등 다 새 거고 깨끗함. 사과대 법대가 새 시설이고 사과대 무슨 과 컴퓨터는 다 애플사꺼라고 들었.... 예대 공대는 옛날 건물인데 예대는 잘 모르겠지만 우리과 컴퓨터는 옛날꺼임
769,공대에 포함되어 있지만 실험하는 수업도 거의 없고 과학도 안배움. 수학도 경영수학 통계 등 통계랑 미적분정도 ? 교수님들도 한 분 빼고 모두 나이가 엄~청 많으신 분이고 추천해주고 싶은 교수님이 딱히 없고 수업 만족도도 우리 학교 과별 만족도 중 제일 낮다고 함.
770,
771,
772,
773,
774,
775,
776,서울에서 가깝고 인식이 좋아지는 편이에요. 학교에 돈이 많아서 학교활동에 적극적인 학생들은 여기와서 학교돈 알뜰살뜰 다 빨아먹고 가세요! 찾아보면 지원해주는것들이 많답니다.
777,학교에서 돈을 안쓸라고 작정한 과에요 과통합에 건물도 노후되어있어요.. 그러나 엄청상위권 미대가 아닌이상 미대는 다 비슷비슷 할거라고 생각해요
778,저희 캠퍼스는 건물이 깨끗하고 주변정리가 잘 되어 있습니다. 고속버스정류장이 있어 빠르고 편하게 옵니다
779,저의 과는 이해하기 어려운것(복수전공.졸업학점 등)에 대해 자세히 알려주십니다
780,가까워서좋고 비전타워 시설이 좋아서 좋음 단점은 도서관이 너무 언덕에있다는점 대신 전자정보도서관이 있어서 나름 편함
781,커리큘럼은 빡센편.. 그래도 하고자하는 의지가 있으면 다 소화할수있음 취업률도 좋은편!
782,일단 캠퍼스가 넓은데 밥먹을데가 많지는 않음 일단 술은 캠퍼스 안에서 먹지 못하고요 운동장을 가려고하면 무당이를 안탄다면 20분~30분? 정도 걸어 올라가야함 대신 운동장에서 보는 야경이 그렇게 예쁨
783,저희과 오시면 80%정도가 복전이나 전과를 한답니다. 차라리 타과다니시고 저희과를 복전하시는것을 추천합니다
784,학교 야경이 예뻐요>< 학교간물이 신기하고 무당이 버스가 편리해요
785,교수님들의 빵빵한 취업 지원. 우리과 진짜 잘놀아요 ㅎㅎ
786,새 건물 시설 컴퓨터 등 다 새 거고 깨끗함. 사과대 법대가 새 시설이고 사과대 무슨 과 컴퓨터는 다 애플사꺼라고 들었.... 예대 공대는 옛날 건물인데 예대는 잘 모르겠지만 우리과 컴퓨터는 옛날꺼임
787,공대에 포함되어 있지만 실험하는 수업도 거의 없고 과학도 안배움. 수학도 경영수학 통계 등 통계랑 미적분정도 ? 교수님들도 한 분 빼고 모두 나이가 엄~청 많으신 분이고 추천해주고 싶은 교수님이 딱히 없고 수업 만족도도 우리 학교 과별 만족도 중 제일 낮다고 함.
788,난 너무좋은데ㅎㅎ 만족하는게 서로다른가봄
789,식생공짱 교수님들짱 수업 재밌음 영어극혐이지만 전공영어라 ㄱㅊ
790,
791,
792,
793,
794,서울에서 가깝고 인식이 좋아지는 편이에요. 학교에 돈이 많아서 학교활동에 적극적인 학생들은 여기와서 학교돈 알뜰살뜰 다 빨아먹고 가세요! 찾아보면 지원해주는것들이 많답니다.
795,학교에서 돈을 안쓸라고 작정한 과에요 과통합에 건물도 노후되어있어요.. 그러나 엄청상위권 미대가 아닌이상 미대는 다 비슷비슷 할거라고 생각해요
796,저희 캠퍼스는 건물이 깨끗하고 주변정리가 잘 되어 있습니다. 고속버스정류장이 있어 빠르고 편하게 옵니다
797,저의 과는 이해하기 어려운것(복수전공.졸업학점 등)에 대해 자세히 알려주십니다
798,가까워서좋고 비전타워 시설이 좋아서 좋음 단점은 도서관이 너무 언덕에있다는점 대신 전자정보도서관이 있어서 나름 편함
799,커리큘럼은 빡센편.. 그래도 하고자하는 의지가 있으면 다 소화할수있음 취업률도 좋은편!
800,여러가지 맘에안들지만 젤 맘에안드는건 등록금 따박따박 걷어가면서 장학금 짜고 늦게주는것. 둘째는 이길여 찬양하는것. 할거면 니들끼리 해라 학생들에게 강요하지말고. 신입생 때 장학금 받고들어왔는데 이 성적으로 지거국이나 갈껄 개후회한다
801,그나마 학과 커리큘럼이 좋아서 만족함. 그마저도 갓천대님이 커리큘럼 맘대로 바꿔버리심. 교수님들이 열심히 짜놓은 커리큘럼 경찰이나 하라고 친절하게 개편해주시는 개천대 시발 ㅗ
802,학교 야경이 예뻐요>< 학교간물이 신기하고 무당이 버스가 편리해요
803,교수님들의 빵빵한 취업 지원. 우리과 진짜 잘놀아요 ㅎㅎ
804,
805,
806,
807,
808,난 너무좋은데ㅎㅎ 만족하는게 서로다른가봄
809,식생공짱 교수님들짱 수업 재밌음 영어극혐이지만 전공영어라 ㄱㅊ
810,
811,
812,
813,
814,공부 조금만 하면 장학금을 많이 줍니다~ 장학금 유형도 다양하고요^^ 등록비 부담을 줄일 수 있습니다
815,여성의 경우 토목환경공학과를 나와 할 것이 많아 보이지않습니다. 교수님들은 친절하고 수업에 열의가 있으나 학생 본인이 이 분야로 돈을 벌겠다는 확실한 목표와 열정이 없으면 추천하지않습니다..
816,저희 캠퍼스는 건물이 깨끗하고 주변정리가 잘 되어 있습니다. 고속버스정류장이 있어 빠르고 편하게 옵니다
817,저의 과는 이해하기 어려운것(복수전공.졸업학점 등)에 대해 자세히 알려주십니다
818,
819,
